quantile,value,type,location,target,forecast_date,target_end_date
,392,point,13117,3 wk ahead inc case,2020-08-09,2020-08-29
,408,point,13117,4 wk ahead inc case,2020-08-09,2020-09-05
,393,point,51710,1 wk ahead inc case,2020-08-09,2020-08-15
,328,point,51710,2 wk ahead inc case,2020-08-09,2020-08-22
,294,point,51710,3 wk ahead inc case,2020-08-09,2020-08-29
,245,point,51710,4 wk ahead inc case,2020-08-09,2020-09-05
,379,point,22017,1 wk ahead inc case,2020-08-09,2020-08-15
,310,point,22017,2 wk ahead inc case,2020-08-09,2020-08-22
,261,point,22017,3 wk ahead inc case,2020-08-09,2020-08-29
,208,point,22017,4 wk ahead inc case,2020-08-09,2020-09-05
,226,point,37179,1 wk ahead inc case,2020-08-09,2020-08-15
,191,point,37179,2 wk ahead inc case,2020-08-09,2020-08-22
,168,point,37179,3 wk ahead inc case,2020-08-09,2020-08-29
,140,point,37179,4 wk ahead inc case,2020-08-09,2020-09-05
,219,point,05143,1 wk ahead inc case,2020-08-09,2020-08-15
,158,point,05143,2 wk ahead inc case,2020-08-09,2020-08-22
,122,point,05143,3 wk ahead inc case,2020-08-09,2020-08-29
,89,point,05143,4 wk ahead inc case,2020-08-09,2020-09-05
,260,point,47187,1 wk ahead inc case,2020-08-09,2020-08-15
,225,point,47187,2 wk ahead inc case,2020-08-09,2020-08-22
,187,point,47187,3 wk ahead inc case,2020-08-09,2020-08-29
,163,point,47187,4 wk ahead inc case,2020-08-09,2020-09-05
,150,point,51013,1 wk ahead inc case,2020-08-09,2020-08-15
,173,point,51013,2 wk ahead inc case,2020-08-09,2020-08-22
,208,point,51013,3 wk ahead inc case,2020-08-09,2020-08-29
,242,point,51013,4 wk ahead inc case,2020-08-09,2020-09-05
,109,point,04025,1 wk ahead inc case,2020-08-09,2020-08-15
,73,point,04025,2 wk ahead inc case,2020-08-09,2020-08-22
,54,point,04025,3 wk ahead inc case,2020-08-09,2020-08-29
,36,point,04025,4 wk ahead inc case,2020-08-09,2020-09-05
,163,point,39165,1 wk ahead inc case,2020-08-09,2020-08-15
,143,point,39165,2 wk ahead inc case,2020-08-09,2020-08-22
,129,point,39165,3 wk ahead inc case,2020-08-09,2020-08-29
,118,point,39165,4 wk ahead inc case,2020-08-09,2020-09-05
,359,point,13151,1 wk ahead inc case,2020-08-09,2020-08-15
,334,point,13151,2 wk ahead inc case,2020-08-09,2020-08-22
,309,point,13151,3 wk ahead inc case,2020-08-09,2020-08-29
,286,point,13151,4 wk ahead inc case,2020-08-09,2020-09-05
,106,point,37129,1 wk ahead inc case,2020-08-09,2020-08-15
,67,point,37129,2 wk ahead inc case,2020-08-09,2020-08-22
,50,point,37129,3 wk ahead inc case,2020-08-09,2020-08-29
,31,point,37129,4 wk ahead inc case,2020-08-09,2020-09-05
,114,point,10005,1 wk ahead inc case,2020-08-09,2020-08-15
,92,point,10005,2 wk ahead inc case,2020-08-09,2020-08-22
,79,point,10005,3 wk ahead inc case,2020-08-09,2020-08-29
,61,point,10005,4 wk ahead inc case,2020-08-09,2020-09-05
,179,point,48423,1 wk ahead inc case,2020-08-09,2020-08-15
,130,point,48423,2 wk ahead inc case,2020-08-09,2020-08-22
,98,point,48423,3 wk ahead inc case,2020-08-09,2020-08-29
,74,point,48423,4 wk ahead inc case,2020-08-09,2020-09-05
,276,point,28049,1 wk ahead inc case,2020-08-09,2020-08-15
,171,point,28049,2 wk ahead inc case,2020-08-09,2020-08-22
,118,point,28049,3 wk ahead inc case,2020-08-09,2020-08-29
,73,point,28049,4 wk ahead inc case,2020-08-09,2020-09-05
,214,point,51760,1 wk ahead inc case,2020-08-09,2020-08-15
,211,point,51760,2 wk ahead inc case,2020-08-09,2020-08-22
,220,point,51760,3 wk ahead inc case,2020-08-09,2020-08-29
,221,point,51760,4 wk ahead inc case,2020-08-09,2020-09-05
,268,point,48209,1 wk ahead inc case,2020-08-09,2020-08-15
,199,point,48209,2 wk ahead inc case,2020-08-09,2020-08-22
,150,point,48209,3 wk ahead inc case,2020-08-09,2020-08-29
,117,point,48209,4 wk ahead inc case,2020-08-09,2020-09-05
,58,point,39085,1 wk ahead inc case,2020-08-09,2020-08-15
,39,point,39085,2 wk ahead inc case,2020-08-09,2020-08-22
,28,point,39085,3 wk ahead inc case,2020-08-09,2020-08-29
,20,point,39085,4 wk ahead inc case,2020-08-09,2020-09-05
,24,point,36091,1 wk ahead inc case,2020-08-09,2020-08-15
,19,point,36091,2 wk ahead inc case,2020-08-09,2020-08-22
,16,point,36091,3 wk ahead inc case,2020-08-09,2020-08-29
,13,point,36091,4 wk ahead inc case,2020-08-09,2020-09-05
,587,point,16027,1 wk ahead inc case,2020-08-09,2020-08-15
,452,point,16027,2 wk ahead inc case,2020-08-09,2020-08-22
,372,point,16027,3 wk ahead inc case,2020-08-09,2020-08-29
,296,point,16027,4 wk ahead inc case,2020-08-09,2020-09-05
,58,point,53073,1 wk ahead inc case,2020-08-09,2020-08-15
,56,point,53073,2 wk ahead inc case,2020-08-09,2020-08-22
,56,point,53073,3 wk ahead inc case,2020-08-09,2020-08-29
,55,point,53073,4 wk ahead inc case,2020-08-09,2020-09-05
,125,point,48041,1 wk ahead inc case,2020-08-09,2020-08-15
,92,point,48041,2 wk ahead inc case,2020-08-09,2020-08-22
,74,point,48041,3 wk ahead inc case,2020-08-09,2020-08-29
,55,point,48041,4 wk ahead inc case,2020-08-09,2020-09-05
,128,point,39099,1 wk ahead inc case,2020-08-09,2020-08-15
,120,point,39099,2 wk ahead inc case,2020-08-09,2020-08-22
,114,point,39099,3 wk ahead inc case,2020-08-09,2020-08-29
,102,point,39099,4 wk ahead inc case,2020-08-09,2020-09-05
,43,point,36065,1 wk ahead inc case,2020-08-09,2020-08-15
,34,point,36065,2 wk ahead inc case,2020-08-09,2020-08-22
,28,point,36065,3 wk ahead inc case,2020-08-09,2020-08-29
,22,point,36065,4 wk ahead inc case,2020-08-09,2020-09-05
,184,point,45015,1 wk ahead inc case,2020-08-09,2020-08-15
,122,point,45015,2 wk ahead inc case,2020-08-09,2020-08-22
,85,point,45015,3 wk ahead inc case,2020-08-09,2020-08-29
,54,point,45015,4 wk ahead inc case,2020-08-09,2020-09-05
,283,point,19113,1 wk ahead inc case,2020-08-09,2020-08-15
,311,point,19113,2 wk ahead inc case,2020-08-09,2020-08-22
,344,point,19113,3 wk ahead inc case,2020-08-09,2020-08-29
,373,point,19113,4 wk ahead inc case,2020-08-09,2020-09-05
,578,point,01101,1 wk ahead inc case,2020-08-09,2020-08-15
,606,point,01101,2 wk ahead inc case,2020-08-09,2020-08-22
,634,point,01101,3 wk ahead inc case,2020-08-09,2020-08-29
,621,point,01101,4 wk ahead inc case,2020-08-09,2020-09-05
,250,point,29099,1 wk ahead inc case,2020-08-09,2020-08-15
,254,point,29099,2 wk ahead inc case,2020-08-09,2020-08-22
,268,point,29099,3 wk ahead inc case,2020-08-09,2020-08-29
,273,point,29099,4 wk ahead inc case,2020-08-09,2020-09-05
,313,point,37071,1 wk ahead inc case,2020-08-09,2020-08-15
,254,point,37071,2 wk ahead inc case,2020-08-09,2020-08-22
,221,point,37071,3 wk ahead inc case,2020-08-09,2020-08-29
,193,point,37071,4 wk ahead inc case,2020-08-09,2020-09-05
,286,point,01003,1 wk ahead inc case,2020-08-09,2020-08-15
,218,point,01003,2 wk ahead inc case,2020-08-09,2020-08-22
,167,point,01003,3 wk ahead inc case,2020-08-09,2020-08-29
,120,point,01003,4 wk ahead inc case,2020-08-09,2020-09-05
,96,point,41029,1 wk ahead inc case,2020-08-09,2020-08-15
,105,point,41029,2 wk ahead inc case,2020-08-09,2020-08-22
,113,point,41029,3 wk ahead inc case,2020-08-09,2020-08-29
,122,point,41029,4 wk ahead inc case,2020-08-09,2020-09-05
,107,point,06113,1 wk ahead inc case,2020-08-09,2020-08-15
,80,point,06113,2 wk ahead inc case,2020-08-09,2020-08-22
,69,point,06113,3 wk ahead inc case,2020-08-09,2020-08-29
,54,point,06113,4 wk ahead inc case,2020-08-09,2020-09-05
,287,point,12019,1 wk ahead inc case,2020-08-09,2020-08-15
,249,point,12019,2 wk ahead inc case,2020-08-09,2020-08-22
,224,point,12019,3 wk ahead inc case,2020-08-09,2020-08-29
,193,point,12019,4 wk ahead inc case,2020-08-09,2020-09-05
,98,point,06007,1 wk ahead inc case,2020-08-09,2020-08-15
,77,point,06007,2 wk ahead inc case,2020-08-09,2020-08-22
,65,point,06007,3 wk ahead inc case,2020-08-09,2020-08-29
,50,point,06007,4 wk ahead inc case,2020-08-09,2020-09-05
,202,point,35013,1 wk ahead inc case,2020-08-09,2020-08-15
,168,point,35013,2 wk ahead inc case,2020-08-09,2020-08-22
,148,point,35013,3 wk ahead inc case,2020-08-09,2020-08-29
,119,point,35013,4 wk ahead inc case,2020-08-09,2020-09-05
,234,point,01117,1 wk ahead inc case,2020-08-09,2020-08-15
,183,point,01117,2 wk ahead inc case,2020-08-09,2020-08-22
,152,point,01117,3 wk ahead inc case,2020-08-09,2020-08-29
,120,point,01117,4 wk ahead inc case,2020-08-09,2020-09-05
,184,point,37025,1 wk ahead inc case,2020-08-09,2020-08-15
,151,point,37025,2 wk ahead inc case,2020-08-09,2020-08-22
,132,point,37025,3 wk ahead inc case,2020-08-09,2020-08-29
,102,point,37025,4 wk ahead inc case,2020-08-09,2020-09-05
,313,point,04027,1 wk ahead inc case,2020-08-09,2020-08-15
,196,point,04027,2 wk ahead inc case,2020-08-09,2020-08-22
,127,point,04027,3 wk ahead inc case,2020-08-09,2020-08-29
,79,point,04027,4 wk ahead inc case,2020-08-09,2020-09-05
,36,point,25001,1 wk ahead inc case,2020-08-09,2020-08-15
,30,point,25001,2 wk ahead inc case,2020-08-09,2020-08-22
,25,point,25001,3 wk ahead inc case,2020-08-09,2020-08-29
,19,point,25001,4 wk ahead inc case,2020-08-09,2020-09-05
,136,point,04015,1 wk ahead inc case,2020-08-09,2020-08-15
,89,point,04015,2 wk ahead inc case,2020-08-09,2020-08-22
,60,point,04015,3 wk ahead inc case,2020-08-09,2020-08-29
,40,point,04015,4 wk ahead inc case,2020-08-09,2020-09-05
,517,point,12091,1 wk ahead inc case,2020-08-09,2020-08-15
,462,point,12091,2 wk ahead inc case,2020-08-09,2020-08-22
,423,point,12091,3 wk ahead inc case,2020-08-09,2020-08-29
,365,point,12091,4 wk ahead inc case,2020-08-09,2020-09-05
,115,point,17019,1 wk ahead inc case,2020-08-09,2020-08-15
,100,point,17019,2 wk ahead inc case,2020-08-09,2020-08-22
,94,point,17019,3 wk ahead inc case,2020-08-09,2020-08-29
,78,point,17019,4 wk ahead inc case,2020-08-09,2020-09-05
,25,point,42069,1 wk ahead inc case,2020-08-09,2020-08-15
,21,point,42069,2 wk ahead inc case,2020-08-09,2020-08-22
,18,point,42069,3 wk ahead inc case,2020-08-09,2020-08-29
,15,point,42069,4 wk ahead inc case,2020-08-09,2020-09-05
,302,point,01125,1 wk ahead inc case,2020-08-09,2020-08-15
,274,point,01125,2 wk ahead inc case,2020-08-09,2020-08-22
,244,point,01125,3 wk ahead inc case,2020-08-09,2020-08-29
,213,point,01125,4 wk ahead inc case,2020-08-09,2020-09-05
,230,point,37101,1 wk ahead inc case,2020-08-09,2020-08-15
,202,point,37101,2 wk ahead inc case,2020-08-09,2020-08-22
,187,point,37101,3 wk ahead inc case,2020-08-09,2020-08-29
,165,point,37101,4 wk ahead inc case,2020-08-09,2020-09-05
,36,point,36063,1 wk ahead inc case,2020-08-09,2020-08-15
,35,point,36063,2 wk ahead inc case,2020-08-09,2020-08-22
,36,point,36063,3 wk ahead inc case,2020-08-09,2020-08-29
,35,point,36063,4 wk ahead inc case,2020-08-09,2020-09-05
,80,point,39041,1 wk ahead inc case,2020-08-09,2020-08-15
,62,point,39041,2 wk ahead inc case,2020-08-09,2020-08-22
,48,point,39041,3 wk ahead inc case,2020-08-09,2020-08-29
,38,point,39041,4 wk ahead inc case,2020-08-09,2020-09-05
,201,point,47125,1 wk ahead inc case,2020-08-09,2020-08-15
,168,point,47125,2 wk ahead inc case,2020-08-09,2020-08-22
,143,point,47125,3 wk ahead inc case,2020-08-09,2020-08-29
,118,point,47125,4 wk ahead inc case,2020-08-09,2020-09-05
,309,point,28047,1 wk ahead inc case,2020-08-09,2020-08-15
,286,point,28047,2 wk ahead inc case,2020-08-09,2020-08-22
,263,point,28047,3 wk ahead inc case,2020-08-09,2020-08-29
,231,point,28047,4 wk ahead inc case,2020-08-09,2020-09-05
,16,point,23031,1 wk ahead inc case,2020-08-09,2020-08-15
,13,point,23031,2 wk ahead inc case,2020-08-09,2020-08-22
,11,point,23031,3 wk ahead inc case,2020-08-09,2020-08-29
,9,point,23031,4 wk ahead inc case,2020-08-09,2020-09-05
,63,point,42125,1 wk ahead inc case,2020-08-09,2020-08-15
,53,point,42125,2 wk ahead inc case,2020-08-09,2020-08-22
,45,point,42125,3 wk ahead inc case,2020-08-09,2020-08-29
,36,point,42125,4 wk ahead inc case,2020-08-09,2020-09-05
,80,point,39025,1 wk ahead inc case,2020-08-09,2020-08-15
,66,point,39025,2 wk ahead inc case,2020-08-09,2020-08-22
,58,point,39025,3 wk ahead inc case,2020-08-09,2020-08-29
,50,point,39025,4 wk ahead inc case,2020-08-09,2020-09-05
,224,point,18039,1 wk ahead inc case,2020-08-09,2020-08-15
,196,point,18039,2 wk ahead inc case,2020-08-09,2020-08-22
,174,point,18039,3 wk ahead inc case,2020-08-09,2020-08-29
,151,point,18039,4 wk ahead inc case,2020-08-09,2020-09-05
,602,point,13139,1 wk ahead inc case,2020-08-09,2020-08-15
,550,point,13139,2 wk ahead inc case,2020-08-09,2020-08-22
,538,point,13139,3 wk ahead inc case,2020-08-09,2020-08-29
,480,point,13139,4 wk ahead inc case,2020-08-09,2020-09-05
,157,point,53005,1 wk ahead inc case,2020-08-09,2020-08-15
,121,point,53005,2 wk ahead inc case,2020-08-09,2020-08-22
,95,point,53005,3 wk ahead inc case,2020-08-09,2020-08-29
,71,point,53005,4 wk ahead inc case,2020-08-09,2020-09-05
,380,point,22019,1 wk ahead inc case,2020-08-09,2020-08-15
,255,point,22019,2 wk ahead inc case,2020-08-09,2020-08-22
,176,point,22019,3 wk ahead inc case,2020-08-09,2020-08-29
,113,point,22019,4 wk ahead inc case,2020-08-09,2020-09-05
,272,point,45007,1 wk ahead inc case,2020-08-09,2020-08-15
,234,point,45007,2 wk ahead inc case,2020-08-09,2020-08-22
,209,point,45007,3 wk ahead inc case,2020-08-09,2020-08-29
,178,point,45007,4 wk ahead inc case,2020-08-09,2020-09-05
,589,point,13245,1 wk ahead inc case,2020-08-09,2020-08-15
,567,point,13245,2 wk ahead inc case,2020-08-09,2020-08-22
,574,point,13245,3 wk ahead inc case,2020-08-09,2020-08-29
,524,point,13245,4 wk ahead inc case,2020-08-09,2020-09-05
,10,point,15001,1 wk ahead inc case,2020-08-09,2020-08-15
,11,point,15001,2 wk ahead inc case,2020-08-09,2020-08-22
,14,point,15001,3 wk ahead inc case,2020-08-09,2020-08-29
,16,point,15001,4 wk ahead inc case,2020-08-09,2020-09-05
,154,point,27137,1 wk ahead inc case,2020-08-09,2020-08-15
,214,point,27137,2 wk ahead inc case,2020-08-09,2020-08-22
,310,point,27137,3 wk ahead inc case,2020-08-09,2020-08-29
,406,point,27137,4 wk ahead inc case,2020-08-09,2020-09-05
,69,point,39155,1 wk ahead inc case,2020-08-09,2020-08-15
,53,point,39155,2 wk ahead inc case,2020-08-09,2020-08-22
,41,point,39155,3 wk ahead inc case,2020-08-09,2020-08-29
,31,point,39155,4 wk ahead inc case,2020-08-09,2020-09-05
,107,point,37133,1 wk ahead inc case,2020-08-09,2020-08-15
,92,point,37133,2 wk ahead inc case,2020-08-09,2020-08-22
,82,point,37133,3 wk ahead inc case,2020-08-09,2020-08-29
,70,point,37133,4 wk ahead inc case,2020-08-09,2020-09-05
,64,point,41017,1 wk ahead inc case,2020-08-09,2020-08-15
,53,point,41017,2 wk ahead inc case,2020-08-09,2020-08-22
,45,point,41017,3 wk ahead inc case,2020-08-09,2020-08-29
,37,point,41017,4 wk ahead inc case,2020-08-09,2020-09-05
,219,point,55101,1 wk ahead inc case,2020-08-09,2020-08-15
,190,point,55101,2 wk ahead inc case,2020-08-09,2020-08-22
,172,point,55101,3 wk ahead inc case,2020-08-09,2020-08-29
,145,point,55101,4 wk ahead inc case,2020-08-09,2020-09-05
,400,point,13215,1 wk ahead inc case,2020-08-09,2020-08-15
,374,point,13215,2 wk ahead inc case,2020-08-09,2020-08-22
,336,point,13215,3 wk ahead inc case,2020-08-09,2020-08-29
,303,point,13215,4 wk ahead inc case,2020-08-09,2020-09-05
,115,point,18157,1 wk ahead inc case,2020-08-09,2020-08-15
,118,point,18157,2 wk ahead inc case,2020-08-09,2020-08-22
,123,point,18157,3 wk ahead inc case,2020-08-09,2020-08-29
,128,point,18157,4 wk ahead inc case,2020-08-09,2020-09-05
,250,point,17167,1 wk ahead inc case,2020-08-09,2020-08-15
,294,point,17167,2 wk ahead inc case,2020-08-09,2020-08-22
,348,point,17167,3 wk ahead inc case,2020-08-09,2020-08-29
,410,point,17167,4 wk ahead inc case,2020-08-09,2020-09-05
,260,point,12053,1 wk ahead inc case,2020-08-09,2020-08-15
,225,point,12053,2 wk ahead inc case,2020-08-09,2020-08-22
,207,point,12053,3 wk ahead inc case,2020-08-09,2020-08-29
,178,point,12053,4 wk ahead inc case,2020-08-09,2020-09-05
,267,point,46099,1 wk ahead inc case,2020-08-09,2020-08-15
,303,point,46099,2 wk ahead inc case,2020-08-09,2020-08-22
,358,point,46099,3 wk ahead inc case,2020-08-09,2020-08-29
,393,point,46099,4 wk ahead inc case,2020-08-09,2020-09-05
,73,point,06017,1 wk ahead inc case,2020-08-09,2020-08-15
,61,point,06017,2 wk ahead inc case,2020-08-09,2020-08-22
,53,point,06017,3 wk ahead inc case,2020-08-09,2020-08-29
,42,point,06017,4 wk ahead inc case,2020-08-09,2020-09-05
,373,point,45013,1 wk ahead inc case,2020-08-09,2020-08-15
,288,point,45013,2 wk ahead inc case,2020-08-09,2020-08-22
,227,point,45013,3 wk ahead inc case,2020-08-09,2020-08-29
,176,point,45013,4 wk ahead inc case,2020-08-09,2020-09-05
,49,point,26093,1 wk ahead inc case,2020-08-09,2020-08-15
,46,point,26093,2 wk ahead inc case,2020-08-09,2020-08-22
,43,point,26093,3 wk ahead inc case,2020-08-09,2020-08-29
,42,point,26093,4 wk ahead inc case,2020-08-09,2020-09-05
,187,point,47165,1 wk ahead inc case,2020-08-09,2020-08-15
,144,point,47165,2 wk ahead inc case,2020-08-09,2020-08-22
,116,point,47165,3 wk ahead inc case,2020-08-09,2020-08-29
,91,point,47165,4 wk ahead inc case,2020-08-09,2020-09-05
,148,point,26145,1 wk ahead inc case,2020-08-09,2020-08-15
,150,point,26145,2 wk ahead inc case,2020-08-09,2020-08-22
,154,point,26145,3 wk ahead inc case,2020-08-09,2020-08-29
,152,point,26145,4 wk ahead inc case,2020-08-09,2020-09-05
,62,point,36007,1 wk ahead inc case,2020-08-09,2020-08-15
,53,point,36007,2 wk ahead inc case,2020-08-09,2020-08-22
,49,point,36007,3 wk ahead inc case,2020-08-09,2020-08-29
,41,point,36007,4 wk ahead inc case,2020-08-09,2020-09-05
,192,point,12015,1 wk ahead inc case,2020-08-09,2020-08-15
,157,point,12015,2 wk ahead inc case,2020-08-09,2020-08-22
,135,point,12015,3 wk ahead inc case,2020-08-09,2020-08-29
,110,point,12015,4 wk ahead inc case,2020-08-09,2020-09-05
,140,point,55087,1 wk ahead inc case,2020-08-09,2020-08-15
,134,point,55087,2 wk ahead inc case,2020-08-09,2020-08-22
,130,point,55087,3 wk ahead inc case,2020-08-09,2020-08-29
,126,point,55087,4 wk ahead inc case,2020-08-09,2020-09-05
,42,point,42019,1 wk ahead inc case,2020-08-09,2020-08-15
,36,point,42019,2 wk ahead inc case,2020-08-09,2020-08-22
,32,point,42019,3 wk ahead inc case,2020-08-09,2020-08-29
,28,point,42019,4 wk ahead inc case,2020-08-09,2020-09-05
,217,point,31153,1 wk ahead inc case,2020-08-09,2020-08-15
,201,point,31153,2 wk ahead inc case,2020-08-09,2020-08-22
,188,point,31153,3 wk ahead inc case,2020-08-09,2020-08-29
,168,point,31153,4 wk ahead inc case,2020-08-09,2020-09-05
,429,point,28033,1 wk ahead inc case,2020-08-09,2020-08-15
,387,point,28033,2 wk ahead inc case,2020-08-09,2020-08-22
,383,point,28033,3 wk ahead inc case,2020-08-09,2020-08-29
,346,point,28033,4 wk ahead inc case,2020-08-09,2020-09-05
,292,point,48139,1 wk ahead inc case,2020-08-09,2020-08-15
,245,point,48139,2 wk ahead inc case,2020-08-09,2020-08-22
,217,point,48139,3 wk ahead inc case,2020-08-09,2020-08-29
,180,point,48139,4 wk ahead inc case,2020-08-09,2020-09-05
,538,point,12113,1 wk ahead inc case,2020-08-09,2020-08-15
,454,point,12113,2 wk ahead inc case,2020-08-09,2020-08-22
,400,point,12113,3 wk ahead inc case,2020-08-09,2020-08-29
,328,point,12113,4 wk ahead inc case,2020-08-09,2020-09-05
,92,point,38017,1 wk ahead inc case,2020-08-09,2020-08-15
,79,point,38017,2 wk ahead inc case,2020-08-09,2020-08-22
,70,point,38017,3 wk ahead inc case,2020-08-09,2020-08-29
,57,point,38017,4 wk ahead inc case,2020-08-09,2020-09-05
,75,point,37097,1 wk ahead inc case,2020-08-09,2020-08-15
,49,point,37097,2 wk ahead inc case,2020-08-09,2020-08-22
,35,point,37097,3 wk ahead inc case,2020-08-09,2020-08-29
,25,point,37097,4 wk ahead inc case,2020-08-09,2020-09-05
,222,point,18163,1 wk ahead inc case,2020-08-09,2020-08-15
,186,point,18163,2 wk ahead inc case,2020-08-09,2020-08-22
,162,point,18163,3 wk ahead inc case,2020-08-09,2020-08-29
,140,point,18163,4 wk ahead inc case,2020-08-09,2020-09-05
,214,point,06025,1 wk ahead inc case,2020-08-09,2020-08-15
,140,point,06025,2 wk ahead inc case,2020-08-09,2020-08-22
,94,point,06025,3 wk ahead inc case,2020-08-09,2020-08-29
,61,point,06025,4 wk ahead inc case,2020-08-09,2020-09-05
,75,point,10001,1 wk ahead inc case,2020-08-09,2020-08-15
,60,point,10001,2 wk ahead inc case,2020-08-09,2020-08-22
,51,point,10001,3 wk ahead inc case,2020-08-09,2020-08-29
,40,point,10001,4 wk ahead inc case,2020-08-09,2020-09-05
,252,point,37147,1 wk ahead inc case,2020-08-09,2020-08-15
,248,point,37147,2 wk ahead inc case,2020-08-09,2020-08-22
,252,point,37147,3 wk ahead inc case,2020-08-09,2020-08-29
